"sample","file_name","match_val","material_class","spectrum_identity","library_id"
"S11","SFEI_01_S11_013_FRA_YLO.spa",0.570283160304423,"mineral","brucite","e88b7d6e3b0ac567ce6e01d14fc08c58"
"S11","SFEI_01_S11_014_FRA_YLO.spa",0.593371789167989,"organic matter","soil","acd5e894bb727e14919f400baccf4daf"
"S11","SFEI_01_S11_015_FRA_WHT.spa",0.633682182971561,"mineral","soil","9a109504b269e7d6c07ddb29b96134f8"
"S11","SFEI_01_S11_016_FRA_WHT.spa",0.767350595387844,"mineral","rhodizite","aa24210e51492ddcf12d90349a39c929"
"S01","SFEI_01_S01_058_FRA_WHT.spa",0.852387841643561,"poly(ethylene)","pe","802a02e656e418d3a207f55544e001a6"
"S11","SFEI_01_S11_017_FRA_BLK.spa",0.722165541724841,"mineral","soil","08d6b7e6773fb289baafa37203ff2e56"
"S11","SFEI_01_S11_018_FRA_GRY.spa",0.804700441763891,"mineral","steatite pequin","8501d2ff150ae0b502aed89fb48b2e8e"
"S11","SFEI_01_S11_019_FRA_YLO.spa",0.491649720242447,"organic matter","fur_yak","0cf44371ef89034a93f3f8a465a6d0e7"
"S11","SFEI_01_S11_020_FRA_YLO.spa",0.679282874353818,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_021_FRA_YLO.spa",0.583252224614825,"mineral","hematite","18d32882f0559b225f1d10165ef8aacc"
"S11","SFEI_01_S11_022_FRA_YLO.spa",0.566244333614314,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_023_FRA_YLO.spa",0.551202653425246,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_024_FRA_YLO.spa",0.638974533207308,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_025_FRA_WHT.spa",0.714276311197582,"mineral","bauxite","f0f9b3e1597bc625e230d31e5639c9fc"
"S11","SFEI_01_S11_026_FRA_YLO.spa",0.641111786698597,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S01","SFEI_01_S01_059_FRA_WHT.spa",0.933854067990327,"mineral","soil","d438cda86a8e4c24aa160f61789ca50a"
"S11","SFEI_01_S11_027_FRA_YLO.spa",0.589214521685176,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_028_FRA_YLO.spa",0.589713886568981,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_029_FRA_YLO.spa",0.559458965001827,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_030_FRA_YLO.spa",0.4924615128601,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_031_FRA_YLO.spa",0.675973423581054,"mineral","amber","103bd605c773253c28b5a8eddcbbb47d"
"S11","SFEI_01_S11_032_FRA_YLO.spa",0.535642499312046,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_033_FRA_YLO.spa",0.583191707073643,"mineral","amber","ee40aadd21078d50eb81cc7b832d25ab"
"S11","SFEI_01_S11_034_FRA_YLO.spa",0.671842381788595,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_035_FRA_YLO.spa",0.656523660581713,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_036_FRA_YLO.spa",0.612418504721254,"mineral","amber","ee40aadd21078d50eb81cc7b832d25ab"
"S01","SFEI_01_S01_060_FRA_ORA.spa",0.672065719072513,"mineral","soil","a70d46ae794fccdd1b7da4ced549a88e"
"S11","SFEI_01_S11_037_FRA_YLO.spa",0.621875056614417,"polyurethanes (isocyanates)","poly(4_4'_dipropoxy_2_2'_diphenyl_propane_fumarate)","89d06665ae7dd85aa8164a23cdd839df"
"S11","SFEI_01_S11_038_FRA_YLO.spa",0.654084362857533,"mineral","amber","ee40aadd21078d50eb81cc7b832d25ab"
"S11","SFEI_01_S11_039_FRA_YLO.spa",0.558564100297404,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_040_FRA_WHT.spa",0.611036911032474,"organic matter","soil","acd5e894bb727e14919f400baccf4daf"
"S11","SFEI_01_S11_041_FRA_WHT.spa",0.629936189735594,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
